./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.189247000,0.000009000,0.000018000,0.009662000,0.921370000,0.189274000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.098965000,0.000010000,0.000015000,0.009686000,0.804441000,0.098990000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.108207000,0.000010000,0.000016000,0.009703000,0.804439000,0.108233000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.103769000,0.000010000,0.000021000,0.009678000,0.804433000,0.103800000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.103581000,0.000009000,0.000016000,0.009708000,0.804436000,0.103606000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.098940000,0.000009000,0.000020000,0.009694000,0.804432000,0.098969000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.100156000,0.000009000,0.000018000,0.009696000,0.804437000,0.100183000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.101708000,0.000009000,0.000017000,0.009688000,0.804436000,0.101734000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.098749000,0.000009000,0.000017000,0.009701000,0.804440000,0.098775000,104857600
./images/grayscale_by_cols.pgm,1,104857600,32,0.015625,0.000000000,0.101969000,0.000010000,0.000015000,0.009720000,0.804437000,0.101994000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.100974000,0.000008000,0.000017000,0.010113000,0.804441000,0.100999000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.102996000,0.000008000,0.000021000,0.009698000,0.804434000,0.103025000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.104075000,0.000008000,0.000016000,0.009714000,0.804442000,0.104099000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.101704000,0.000009000,0.000016000,0.009661000,0.804440000,0.101729000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.102673000,0.000008000,0.000022000,0.009697000,0.804442000,0.102703000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.099342000,0.000008000,0.000016000,0.009544000,0.804445000,0.099366000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.101545000,0.000010000,0.000016000,0.009720000,0.804440000,0.101571000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.103096000,0.000009000,0.000015000,0.010113000,0.804447000,0.103120000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.099294000,0.000009000,0.000016000,0.009721000,0.804441000,0.099319000,104857600
./images/grayscale_by_diagonal.pgm,1,104857600,32,0.015625,0.000000000,0.099971000,0.000010000,0.000015000,0.010121000,0.804446000,0.099996000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000001000,0.101742000,0.000008000,0.000015000,0.010033000,0.804439000,0.101765000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.103227000,0.000009000,0.000016000,0.009720000,0.804442000,0.103252000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.100493000,0.000009000,0.000016000,0.010117000,0.804439000,0.100518000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.165574000,0.000010000,0.000022000,0.009719000,0.804435000,0.165606000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.105038000,0.000009000,0.000016000,0.010124000,0.804445000,0.105063000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.104867000,0.000008000,0.000016000,0.009660000,0.804441000,0.104891000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.100720000,0.000008000,0.000021000,0.010083000,0.804433000,0.100749000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.105440000,0.000009000,0.000019000,0.009723000,0.804438000,0.105468000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.111413000,0.000009000,0.000016000,0.010113000,0.804450000,0.111438000,104857600
./images/grayscale_by_rows.pgm,1,104857600,32,0.015625,0.000000000,0.101193000,0.000009000,0.000016000,0.009690000,0.804439000,0.101218000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.099351000,0.000009000,0.000016000,0.009607000,0.205754000,0.099376000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.105344000,0.000009000,0.000020000,0.009727000,0.205750000,0.105373000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.102223000,0.000009000,0.000016000,0.010096000,0.205752000,0.102248000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000001000,0.101552000,0.000008000,0.000016000,0.009714000,0.205751000,0.101576000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.101708000,0.000009000,0.000017000,0.010133000,0.205761000,0.101734000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.103826000,0.000008000,0.000016000,0.009710000,0.205762000,0.103850000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000001000,0.106259000,0.000008000,0.000015000,0.010123000,0.205756000,0.106282000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.103191000,0.000010000,0.000015000,0.009686000,0.205758000,0.103216000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.100293000,0.000009000,0.000016000,0.010114000,0.205753000,0.100318000,104857600
./images/grayscale_by_cols.pgm,2,52428800,32,0.031250,0.000000000,0.100094000,0.000008000,0.000016000,0.009687000,0.205762000,0.100118000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.104695000,0.000009000,0.000016000,0.009999000,0.205761000,0.104720000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.099721000,0.000008000,0.000022000,0.009656000,0.205756000,0.099751000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.101983000,0.000009000,0.000016000,0.010105000,0.205768000,0.102008000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.104139000,0.000008000,0.000016000,0.009718000,0.205763000,0.104163000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.105733000,0.000009000,0.000017000,0.010164000,0.205760000,0.105759000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.103066000,0.000010000,0.000019000,0.009665000,0.205759000,0.103095000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.103673000,0.000009000,0.000017000,0.010141000,0.205764000,0.103699000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.100937000,0.000009000,0.000017000,0.009696000,0.205760000,0.100963000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.104917000,0.000008000,0.000017000,0.010112000,0.205765000,0.104942000,104857600
./images/grayscale_by_diagonal.pgm,2,52428800,32,0.031250,0.000000000,0.099521000,0.000009000,0.000015000,0.009738000,0.205766000,0.099545000,104857600
./images/grayscale_by_rows.pgm,2,52428800,32,0.031250,0.000000000,0.101610000,0.000009000,0.000015000,0.010010000,0.205753000,0.101634000,104857600
./images/grayscale_by_rows.pgm,2,52428800,32,0.031250,0.000000000,0.100392000,0.000009000,0.000016000,0.009710000,0.205755000,0.100417000,104857600
./images/grayscale_by_rows.pgm,2,52428800,32,0.031250,0.000000000,0.099773000,0.000008000,0.000015000,0.010154000,0.205757000,0.099796000,104857600
