./images/barbara.raw,10,705560576,500,0.000000,0.388854,0.706418,0.000018,0.000009,0.000003,0.001488,1173.444223,55.692779,0.001257,0.000002,1348.296238,2958443.876450,119.156215,0.012210,0.001410,1349.405142
./images/barbara.raw,10,705560576,500,0.000000,0.385853,0.706485,0.000019,0.000010,0.000003,0.001508,1184.211634,56.583153,0.001292,0.000002,1361.201124,2958443.876450,120.403227,0.009085,0.001458,1362.304016
./images/barbara.raw,10,705560576,500,0.000000,0.399191,0.731920,0.000018,0.000010,0.000003,0.001560,1217.192786,58.786982,0.001331,0.000002,1399.974030,2958443.876450,123.991056,0.009588,0.001624,1401.116363
./images/barbara.raw,10,705560576,500,0.000000,0.406543,0.729422,0.000017,0.000010,0.000003,0.001528,1199.375543,57.436727,0.001290,0.000002,1378.765719,2958443.876450,121.950325,0.016060,0.001464,1379.919217
./images/barbara.raw,10,705560576,500,0.000000,0.405736,0.737129,0.000014,0.000010,0.000003,0.001532,1197.865553,57.399164,0.001296,0.000001,1377.103403,2958443.876450,121.835577,0.009470,0.001534,1378.257284
./images/barbara.raw,10,705560576,500,0.000000,0.402195,0.734558,0.000020,0.000009,0.000003,0.001562,1213.185814,58.354331,0.001310,0.000001,1395.114128,2958443.876450,123.570803,0.029343,0.001491,1396.281725
./images/barbara.raw,10,705560576,500,0.000000,0.401083,0.729913,0.000016,0.000010,0.000003,0.001523,1186.428078,56.417354,0.001289,0.000002,1363.421247,2958443.876450,120.572721,0.008807,0.001392,1364.562453
./images/barbara.raw,10,705560576,500,0.000000,0.384634,0.705561,0.000017,0.000008,0.000003,0.001487,1171.026262,55.228722,0.001272,0.000001,1344.889099,2958443.876450,118.631080,0.008801,0.001392,1345.989496
./images/barbara.raw,10,705560576,500,0.000000,0.384967,0.705513,0.000017,0.000009,0.000003,0.001490,1170.713453,55.202006,0.001311,0.000002,1344.573129,2958443.876450,118.654624,0.008714,0.001383,1345.673715
./images/barbara.raw,10,705560576,500,0.000000,0.385611,0.705437,0.000020,0.000009,0.000003,0.001496,1175.233942,56.175355,0.001269,0.000001,1350.901862,2958443.876450,119.489532,0.009194,0.001495,1352.003610
./images/pavia.raw,10,292454400,500,0.000000,0.161536,0.292907,0.000018,0.000004,0.000001,0.000574,428.253581,22.314343,0.000662,0.000002,493.796455,4882050.134367,43.227016,0.008913,0.000759,494.260580
./images/pavia.raw,10,292454400,500,0.000000,0.167862,0.295608,0.000016,0.000004,0.000001,0.000570,427.981717,22.204793,0.000620,0.000001,493.353328,4882050.134367,43.165349,0.008094,0.000600,493.825504
./images/pavia.raw,10,292454400,500,0.000000,0.160778,0.293266,0.000020,0.000005,0.000001,0.000572,426.630006,21.868796,0.000636,0.000001,491.362169,4882050.134367,42.861883,0.008303,0.000594,491.825121
./images/pavia.raw,10,292454400,500,0.000000,0.148840,0.291137,0.000011,0.000004,0.000001,0.000555,425.653021,21.674843,0.000598,0.000002,490.057949,4882050.134367,42.728691,0.008101,0.000763,490.506801
./images/pavia.raw,10,292454400,500,0.000000,0.149573,0.291212,0.000011,0.000004,0.000001,0.000554,425.803234,21.676797,0.000625,0.000003,490.210317,4882050.134367,42.728853,0.011472,0.000617,490.663202
./images/pavia.raw,10,292454400,500,0.000000,0.155362,0.291396,0.000011,0.000004,0.000001,0.000560,426.007394,21.713010,0.000601,0.000002,490.488587,4882050.134367,42.766766,0.011570,0.000601,490.947527
./images/pavia.raw,10,292454400,500,0.000000,0.152942,0.292021,0.000015,0.000004,0.000001,0.000579,426.528852,21.776823,0.000598,0.000001,491.140653,4882050.134367,42.833492,0.008308,0.000606,491.594540
./images/pavia.raw,10,292454400,500,0.000000,0.152324,0.291951,0.000013,0.000004,0.000001,0.000569,426.719826,21.783092,0.000597,0.000002,491.345537,4882050.134367,42.841178,0.009739,0.000762,491.800323
./images/pavia.raw,10,292454400,500,0.000000,0.147187,0.291689,0.000014,0.000004,0.000001,0.000556,426.264017,21.752184,0.000617,0.000001,490.837925,4882050.134367,42.820258,0.008322,0.000734,491.285868
./images/pavia.raw,10,292454400,500,0.000000,0.150716,0.291610,0.000014,0.000005,0.000001,0.000560,426.134228,21.719415,0.000604,0.000002,490.616145,4882050.134367,42.761088,0.008311,0.000737,491.067528
