./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.533280,0.716734,0.000010,0.000015,0.000004,0.001703,1180.826695,58.109505,0.001602,0.000000,1358.114054,2958443.876450,119.174222,0.017273,0.001605,1359.382956
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.452599,0.713777,0.000010,0.000017,0.000003,0.001678,1180.245384,57.670322,0.001584,0.000000,1357.115397,2958443.876450,119.196073,0.008804,0.001756,1358.292342
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.472415,0.711906,0.000010,0.000017,0.000004,0.001667,1180.243094,57.610820,0.001594,0.000000,1356.987991,2958443.876450,119.130478,0.009442,0.001500,1358.183263
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.460511,0.708254,0.000012,0.000016,0.000004,0.001679,1179.529481,57.469751,0.001551,0.000000,1356.258072,2958443.876450,119.255281,0.008933,0.001634,1357.437414
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.444303,0.709401,0.000010,0.000024,0.000003,0.001667,1180.016589,57.302310,0.001594,0.000000,1356.434789,2958443.876450,119.112305,0.008911,0.001570,1357.598984
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.438918,0.708310,0.000011,0.000022,0.000003,0.001659,1180.098400,57.077928,0.001597,0.000000,1356.282146,2958443.876450,119.102224,0.008869,0.001693,1357.439946
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.440021,0.707745,0.000012,0.000016,0.000003,0.001654,1179.812626,56.934215,0.001557,0.000000,1355.807231,2958443.876450,119.056838,0.008393,0.001591,1356.964992
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.432217,0.707957,0.000012,0.000017,0.000004,0.001666,1179.919554,56.944307,0.001574,0.000000,1355.902367,2958443.876450,119.034943,0.008984,0.001553,1357.053086
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.430758,0.708310,0.000011,0.000019,0.000003,0.001653,1179.846213,57.013190,0.001592,0.000000,1355.920227,2958443.876450,119.057243,0.009239,0.001552,1357.070096
./images/barbara.raw,0,128,10,705560576,500,1,0.000000,0.429196,0.708255,0.000012,0.000017,0.000004,0.001612,1180.034694,57.090874,0.001603,0.000000,1356.352055,2958443.876450,119.222936,0.009068,0.001490,1357.500072
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.572101,0.721839,0.000021,0.000019,0.000004,0.001644,1178.878210,58.479561,0.001604,0.000000,1356.855910,2958443.876450,119.494427,0.943774,0.001406,1359.095038
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.448740,0.708042,0.000011,0.000015,0.000004,0.001647,1178.517255,58.948778,0.001577,0.000000,1356.900216,2958443.876450,119.430631,0.008265,0.001803,1358.067076
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.445297,0.717006,0.000013,0.000016,0.000003,0.001642,1178.306404,58.356530,0.001560,0.000000,1355.817315,2958443.876450,119.150857,0.008916,0.001526,1356.990069
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.402066,0.710326,0.000014,0.000019,0.000003,0.001645,1177.309839,57.119887,0.001514,0.000000,1353.374160,2958443.876450,118.940944,0.008385,0.001436,1354.496381
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.394814,0.706763,0.000018,0.000017,0.000004,0.001642,1176.406418,56.292545,0.001550,0.000000,1351.218068,2958443.876450,118.515595,0.008818,0.001404,1352.329875
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.422088,0.706491,0.000011,0.000016,0.000003,0.001650,1177.161608,56.565698,0.001568,0.000000,1352.462242,2958443.876450,118.731406,0.008256,0.001424,1353.600510
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.412415,0.707529,0.000015,0.000017,0.000003,0.001642,1177.523744,56.765913,0.001560,0.000000,1353.038758,2958443.876450,118.745560,0.008177,0.001595,1354.168485
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.428708,0.708853,0.000014,0.000020,0.000003,0.001647,1178.447335,58.029333,0.001586,0.000000,1355.612611,2958443.876450,119.132382,0.008980,0.001809,1356.760970
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.424208,0.707863,0.000017,0.000017,0.000004,0.001646,1179.125387,58.630527,0.001547,0.000000,1357.059952,2958443.876450,119.300503,0.014531,0.001992,1358.208553
./images/barbara.raw,0,16,10,705560576,500,1,0.000000,0.463302,0.713300,0.000015,0.000020,0.000003,0.001643,1179.071407,58.102037,0.001586,0.000001,1356.539169,2958443.876450,119.362169,0.008906,0.001510,1357.726196
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,2.094090,0.711956,0.000023,0.000020,0.000003,0.001659,1177.888307,58.506675,0.001572,0.000000,1356.081196,2958443.876450,119.682654,0.186208,0.001673,1359.075133
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.450998,0.711543,0.000015,0.000017,0.000003,0.001641,1177.840970,58.197639,0.001576,0.000000,1355.660744,2958443.876450,119.618584,0.012158,0.001709,1356.837162
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.426944,0.711893,0.000019,0.000020,0.000004,0.001655,1177.696029,58.133364,0.001599,0.000000,1355.452607,2958443.876450,119.619647,0.008992,0.001565,1356.602009
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.421383,0.711703,0.000024,0.000021,0.000003,0.001672,1177.779684,59.389442,0.001577,0.000000,1357.227089,2958443.876450,120.054358,0.016303,0.001865,1358.378353
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.449415,0.713187,0.000019,0.000019,0.000003,0.001652,1178.168198,59.814950,0.001595,0.000000,1358.239879,2958443.876450,120.253120,0.009549,0.001578,1359.413616
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.428461,0.712702,0.000020,0.000020,0.000003,0.001658,1178.108886,58.721474,0.001622,0.000001,1356.543273,2958443.876450,119.709313,0.011666,0.001534,1357.697645
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.422061,0.711815,0.000029,0.000023,0.000003,0.001646,1177.746054,58.656236,0.001584,0.000000,1356.030590,2958443.876450,119.624744,0.009311,0.001607,1357.175394
./images/barbara.raw,0,1,10,705560576,500,1,0.000000,0.424479,0.711598,0.000021,0.000022,0.000003,0.001666,1177.998266,59.022824,0.001616,0.000000,1356.982175,2958443.876450,119.957457,0.009765,0.001672,1358.129698
