./images/grayscale_by_cols.pgm,32,104857600,1,1,rows-only,0.000000,0.345776,0.000016,0.056081,1.576260,28.107061,1.978133
./images/grayscale_by_cols.pgm,32,104857600,1,2,rows-only,0.000000,0.345776,0.000016,0.052113,1.576260,30.246845,1.974166
./images/grayscale_by_cols.pgm,32,104857600,1,4,rows-only,0.000000,0.345776,0.000016,0.053268,1.576260,29.590864,1.975321
./images/grayscale_by_cols.pgm,32,104857600,1,8,rows-only,0.000000,0.345776,0.000016,0.054807,1.576260,28.759985,1.976860
./images/grayscale_by_cols.pgm,32,104857600,1,16,rows-only,0.000000,0.345776,0.000016,0.053635,1.576260,29.388503,1.975688
./images/grayscale_by_cols.pgm,32,104857600,1,32,rows-only,0.000000,0.345776,0.000016,0.053454,1.576260,29.488025,1.975507
./images/grayscale_by_cols.pgm,32,104857600,1,64,rows-only,0.000000,0.345776,0.000016,0.053716,1.576260,29.344121,1.975769
./images/grayscale_by_cols.pgm,32,104857600,1,128,rows-only,0.000000,0.345776,0.000016,0.054229,1.576260,29.066522,1.976282
./images/grayscale_by_cols.pgm,32,104857600,1,256,rows-only,0.000000,0.345776,0.000016,0.052014,1.576260,30.304443,1.974067
./images/grayscale_by_cols.pgm,32,104857600,1,512,rows-only,0.000000,0.345776,0.000016,0.054158,1.576260,29.104733,1.976211
./images/grayscale_by_cols.pgm,32,104857600,2,1,rows-only,0.000000,0.345776,0.000016,0.053311,1.576260,29.567395,1.975364
./images/grayscale_by_cols.pgm,32,104857600,2,2,rows-only,0.000000,0.345776,0.000016,0.052742,1.576260,29.886250,1.974795
./images/grayscale_by_cols.pgm,32,104857600,2,4,rows-only,0.000000,0.345776,0.000016,0.052951,1.576260,29.768285,1.975004
./images/grayscale_by_cols.pgm,32,104857600,2,8,rows-only,0.000000,0.345776,0.000016,0.052510,1.576260,30.018129,1.974563
./images/grayscale_by_cols.pgm,32,104857600,2,16,rows-only,0.000000,0.345776,0.000016,0.052773,1.576260,29.868621,1.974826
./images/grayscale_by_cols.pgm,32,104857600,2,32,rows-only,0.000000,0.345776,0.000016,0.052397,1.576260,30.083287,1.974449
./images/grayscale_by_cols.pgm,32,104857600,2,64,rows-only,0.000000,0.345776,0.000016,0.052397,1.576260,30.083210,1.974450
./images/grayscale_by_cols.pgm,32,104857600,2,128,rows-only,0.000000,0.345776,0.000016,0.052104,1.576260,30.252265,1.974157
./images/grayscale_by_cols.pgm,32,104857600,2,256,rows-only,0.000000,0.345776,0.000016,0.053032,1.576260,29.722800,1.975085
./images/grayscale_by_cols.pgm,32,104857600,2,512,rows-only,0.000000,0.345776,0.000016,0.053554,1.576260,29.433052,1.975607
