1,671088640,1,1,0.000000,0.000008,1.341875,0.996575,0.996592,0.997288,4.332337
1,671088640,1,2,0.000000,0.000008,1.341875,0.997099,0.997095,0.997288,4.333364
1,671088640,1,4,0.000000,0.000008,1.341875,0.997060,0.997235,0.997288,4.333465
1,671088640,1,8,0.000000,0.000008,1.341875,0.997519,0.997254,0.997288,4.333943
1,671088640,1,16,0.000000,0.000008,1.341875,0.997103,0.997238,0.997288,4.333511
1,671088640,1,32,0.000000,0.000008,1.341875,0.997264,0.996968,0.997288,4.333402
1,671088640,1,64,0.000000,0.000008,1.341875,0.997398,0.997212,0.997288,4.333780
1,671088640,1,128,0.000000,0.000008,1.341875,0.997437,0.997192,0.997288,4.333799
1,671088640,1,256,0.000000,0.000008,1.341875,0.997481,0.997098,0.997288,4.333749
1,671088640,1,512,0.000000,0.000008,1.341875,0.997205,0.997278,0.997288,4.333653
1,671088640,2,1,0.000000,0.000008,1.341875,0.997049,0.997249,0.997288,4.333468
1,671088640,2,2,0.000000,0.000008,1.341875,0.997179,0.997318,0.997288,4.333668
1,671088640,2,4,0.000000,0.000008,1.341875,0.997043,0.996951,0.997288,4.333164
1,671088640,2,8,0.000000,0.000008,1.341875,0.997128,0.997020,0.997288,4.333319
1,671088640,2,16,0.000000,0.000008,1.341875,0.997319,0.996851,0.997288,4.333340
1,671088640,2,32,0.000000,0.000008,1.341875,0.997214,0.996817,0.997288,4.333202
1,671088640,2,64,0.000000,0.000008,1.341875,0.997248,0.996952,0.997288,4.333370
1,671088640,2,128,0.000000,0.000008,1.341875,0.997571,0.997097,0.997288,4.333838
1,671088640,2,256,0.000000,0.000008,1.341875,0.997105,0.996946,0.997288,4.333220
1,671088640,2,512,0.000000,0.000008,1.341875,0.997112,0.996843,0.997288,4.333125
1,671088640,3,1,0.000000,0.000008,1.341875,0.997262,0.997056,0.997288,4.333489
1,671088640,3,2,0.000000,0.000008,1.341875,0.997096,0.997011,0.997288,4.333278
1,671088640,3,4,0.000000,0.000008,1.341875,0.997409,0.996798,0.997288,4.333377
1,671088640,3,8,0.000000,0.000008,1.341875,0.996975,0.996853,0.997288,4.332999
1,671088640,3,16,0.000000,0.000008,1.341875,0.997178,0.997167,0.997288,4.333515
1,671088640,3,32,0.000000,0.000008,1.341875,0.997203,0.996973,0.997288,4.333346
1,671088640,3,64,0.000000,0.000008,1.341875,0.997290,0.996923,0.997288,4.333384
1,671088640,3,128,0.000000,0.000008,1.341875,0.997497,0.997083,0.997288,4.333750
1,671088640,3,256,0.000000,0.000008,1.341875,0.997192,0.997024,0.997288,4.333386
1,671088640,3,512,0.000000,0.000008,1.341875,0.997191,0.997144,0.997288,4.333505
1,671088640,4,1,0.000000,0.000008,1.341875,0.997337,0.996840,0.997288,4.333348
1,671088640,4,2,0.000000,0.000008,1.341875,0.997278,0.997235,0.997288,4.333683
1,671088640,4,4,0.000000,0.000008,1.341875,0.997295,0.997204,0.997288,4.333669
1,671088640,4,8,0.000000,0.000008,1.341875,0.996979,0.997093,0.997288,4.333242
1,671088640,4,16,0.000000,0.000008,1.341875,0.997261,0.997537,0.997288,4.333969
1,671088640,4,32,0.000000,0.000008,1.341875,0.997290,0.996716,0.997288,4.333176
1,671088640,4,64,0.000000,0.000008,1.341875,0.996935,0.996864,0.997288,4.332969
1,671088640,4,128,0.000000,0.000008,1.341875,0.997030,0.997226,0.997288,4.333426
1,671088640,4,256,0.000000,0.000008,1.341875,0.997144,0.997370,0.997288,4.333684
1,671088640,4,512,0.000000,0.000008,1.341875,0.996822,0.997171,0.997288,4.333163
1,671088640,1,1,0.000000,0.000010,1.327818,0.994355,0.994682,0.994906,4.311771
1,671088640,1,2,0.000000,0.000010,1.327818,0.995851,0.995257,0.994906,4.313842
1,671088640,1,4,0.000000,0.000010,1.327818,0.995547,0.995299,0.994906,4.313580
1,671088640,1,8,0.000000,0.000010,1.327818,0.995379,0.995303,0.994906,4.313416
1,671088640,1,16,0.000000,0.000010,1.327818,0.995167,0.995121,0.994906,4.313021
1,671088640,1,32,0.000000,0.000010,1.327818,0.996129,0.995190,0.994906,4.314053
1,671088640,1,64,0.000000,0.000010,1.327818,0.995497,0.995574,0.994906,4.313804
1,671088640,1,128,0.000000,0.000010,1.327818,0.995597,0.995455,0.994906,4.313785
1,671088640,1,256,0.000000,0.000010,1.327818,0.995624,0.995159,0.994906,4.313517
1,671088640,1,512,0.000000,0.000010,1.327818,0.995419,0.995304,0.994906,4.313457
1,671088640,2,1,0.000000,0.000010,1.327818,0.995552,0.995266,0.994906,4.313551
1,671088640,2,2,0.000000,0.000010,1.327818,0.995597,0.995107,0.994906,4.313438
1,671088640,2,4,0.000000,0.000010,1.327818,0.995813,0.995700,0.994906,4.314247
